,@EswatiniGovern1,@MalawiGovt,@hagegeingob,@FinanceSC,@PresidencyZA,@mohzambia,@edmnangagwa,@MinSantedj,@hawelti,@StateHouseKenya,@PaulKagame,@M_Farmaajo,@SouthSudanGov,@SudanPMHamdok,@TZSpokesperson,@KagutaMuseveni,@angola_Mirex,@willynyamitwe,@Cherif_MZ,@Presidence_RDC,@PresidentABO,@PresidenceBenin,@rochkaborepf,@PresidenciaCV,@AOuattara_PRCI,@Presidency_GMB,@NAkufoAddo,@President_GN,@USEmbalo,@PresidenceMali,@CheikhGhazouani,@IssoufouMhm,@MBuhari,@Macky_Sall,@PresidentBio,@MSPS_Togo
2810,,,,,,,,,,,,,,,,,,Burundi,,,,receptayyiperdogan,,,,,,,,IBK,,,,,,
2811,,,,,,,,,,,,,,,,,,Happypeople,,,,Benindiplomatie,,,,,,,,SommetAF2017,,,,,,
2812,,,,,,,,,,,,,,,,,,BoraBora,,,,wasexo,,,,,,,,PremièresDames,,,,,,
2813,,,,,,,,,,,,,,,,,,Bujumbura,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2814,,,,,,,,,,,,,,,,,,Afrique,,,,PatriceTalon,,,,,,,,PremièresDames,,,,,,
2815,,,,,,,,,,,,,,,,,,Burundi,,,,Benindiplomatie,,,,,,,,Bamako,,,,,,
2816,,,,,,,,,,,,,,,,,,FSU,,,,wasexo,,,,,,,,SommetAF2017,,,,,,
2817,,,,,,,,,,,,,,,,,,FSU,,,,prbenin,,,,,,,,PremièresDames,,,,,,
2818,,,,,,,,,,,,,,,,,,AFL_Dukezanye,,,,PatriceTalon,,,,,,,,Bamako,,,,,,
2819,,,,,,,,,,,,,,,,,,Kacaman,,,,Benindiplomatie,,,,,,,,SommetAF2017,,,,,,
2820,,,,,,,,,,,,,,,,,,BUJUMBURA,,,,Benindiplomatie,,,,,,,,PremièresDames,,,,,,
2821,,,,,,,,,,,,,,,,,,EU,,,,wasexo,,,,,,,,Bamako,,,,,,
2822,,,,,,,,,,,,,,,,,,IWACU,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2823,,,,,,,,,,,,,,,,,,CNARED,,,,prChine,,,,,,,,PremièresDames,,,,,,
2824,,,,,,,,,,,,,,,,,,HappyPeople,,,,Benindiplomatie,,,,,,,,IBK,,,,,,
2825,,,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,IBK,,,,,,
2826,,,,,,,,,,,,,,,,,,HappyPeople,,,,prbenin,,,,,,,,UE,,,,,,
2827,,,,,,,,,,,,,,,,,,Divertissement,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2828,,,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,Mali,,,,,,
2829,,,,,,,,,,,,,,,,,,Divertissement,,,,prbenin,,,,,,,,IBK,,,,,,
2830,,,,,,,,,,,,,,,,,,Atlanta,,,,prbenin,,,,,,,,UE,,,,,,
2831,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2832,,,,,,,,,,,,,,,,,,HappyPeople,,,,prbenin,,,,,,,,IBK,,,,,,
2833,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2834,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,Mali,,,,,,
2835,,,,,,,,,,,,,,,,,,HappyPeople,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2836,,,,,,,,,,,,,,,,,,HappyPeople,,,,Beijing,,,,,,,,IBK,,,,,,
2837,,,,,,,,,,,,,,,,,,UPDATE,,,,prbenin,,,,,,,,IBK,,,,,,
2838,,,,,,,,,,,,,,,,,,Tanzania,,,,patriceTalon,,,,,,,,SommetAF2017,,,,,,
2839,,,,,,,,,,,,,,,,,,HappyPeople,,,,béninoise,,,,,,,,IBK,,,,,,
2840,,,,,,,,,,,,,,,,,,Bujumbura,,,,Chine,,,,,,,,IBK,,,,,,
2841,,,,,,,,,,,,,,,,,,Belgium,,,,benindiplomatie,,,,,,,,IBK,,,,,,
2842,,,,,,,,,,,,,,,,,,HappyPeople,,,,wasexo,,,,,,,,PremièresDames,,,,,,
2843,,,,,,,,,,,,,,,,,,Atlanta,,,,prbenin,,,,,,,,IBK,,,,,,
2844,,,,,,,,,,,,,,,,,,Bujumbura,,,,PatriceTalon,,,,,,,,Bamako,,,,,,
2845,,,,,,,,,,,,,,,,,,Burundi,,,,benindiplomatie,,,,,,,,SommetAF2017,,,,,,
2846,,,,,,,,,,,,,,,,,,HappyPeople,,,,wasexo,,,,,,,,IBK,,,,,,
2847,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,France,,,,,,
2848,,,,,,,,,,,,,,,,,,Summer2019,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2849,,,,,,,,,,,,,,,,,,HappyPeople,,,,Benindiplomatie,,,,,,,,France,,,,,,
2850,,,,,,,,,,,,,,,,,,BoraBora,,,,wasexo,,,,,,,,IBK,,,,,,
2851,,,,,,,,,,,,,,,,,,Burundi,,,,benindiplomatie,,,,,,,,SommetAF2017,,,,,,
2852,,,,,,,,,,,,,,,,,,Summer2019,,,,wasexo,,,,,,,,IBK,,,,,,
2853,,,,,,,,,,,,,,,,,,HappyPeople,,,,prbenin,,,,,,,,Mali,,,,,,
2854,,,,,,,,,,,,,,,,,,Burundi,,,,patricetalon,,,,,,,,UE,,,,,,
2855,,,,,,,,,,,,,,,,,,Diaspora,,,,Benindiplomatie,,,,,,,,Mali,,,,,,
2856,,,,,,,,,,,,,,,,,,Bujumbura,,,,wasexo,,,,,,,,IBK,,,,,,
2857,,,,,,,,,,,,,,,,,,HappyPeople,,,,benindiplomatie,,,,,,,,Gambie,,,,,,
2858,,,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,IBK,,,,,,
2859,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2860,,,,,,,,,,,,,,,,,,Morogoro,,,,patricetalon,,,,,,,,IBK,,,,,,
2861,,,,,,,,,,,,,,,,,,Tanzania,,,,wasexo,,,,,,,,Mali,,,,,,
2862,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,IBK,,,,,,
2863,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2864,,,,,,,,,,,,,,,,,,Tanzania,,,,Chine,,,,,,,,SommetAF2017,,,,,,
2865,,,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,IBK,,,,,,
2866,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2867,,,,,,,,,,,,,,,,,,FSU,,,,ChineAfrique,,,,,,,,SommetAF2017,,,,,,
2868,,,,,,,,,,,,,,,,,,FSU,,,,Benindiplomatie,,,,,,,,Bamako,,,,,,
2869,,,,,,,,,,,,,,,,,,SETIC,,,,VoyagePrBenin,,,,,,,,IBK,,,,,,
2870,,,,,,,,,,,,,,,,,,HarmonyOS,,,,wasexo,,,,,,,,IBK,,,,,,
2871,,,,,,,,,,,,,,,,,,Android,,,,Prbenin,,,,,,,,Tchad,,,,,,
2872,,,,,,,,,,,,,,,,,,burundi,,,,Patricetalon,,,,,,,,Mali,,,,,,
2873,,,,,,,,,,,,,,,,,,Africa,,,,Benindiplomatie,,,,,,,,Mali,,,,,,
2874,,,,,,,,,,,,,,,,,,TIC,,,,VoyagePrBenin,,,,,,,,SommetAF2017,,,,,,
2875,,,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,Mali,,,,,,
2876,,,,,,,,,,,,,,,,,,Playback,,,,Prbenin,,,,,,,,France,,,,,,
2877,,,,,,,,,,,,,,,,,,Burundi,,,,Patricetalon,,,,,,,,Mali,,,,,,
2878,,,,,,,,,,,,,,,,,,HappyPeople,,,,Prbenin,,,,,,,,IBK,,,,,,
2879,,,,,,,,,,,,,,,,,,Summer2019,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2880,,,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,Bamako,,,,,,
2881,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2882,,,,,,,,,,,,,,,,,,Burundi,,,,Chine,,,,,,,,IBK,,,,,,
2883,,,,,,,,,,,,,,,,,,TIC,,,,Prbenin,,,,,,,,SommetAF2017,,,,,,
2884,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2885,,,,,,,,,,,,,,,,,,Burundi,,,,ChineAfrique,,,,,,,,SommetAF2017,,,,,,
2886,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,IBK,,,,,,
2887,,,,,,,,,,,,,,,,,,,,,,gouvbenin,,,,,,,,SommetAF2017,,,,,,
2888,,,,,,,,,,,,,,,,,,,,,,PrBenin,,,,,,,,IBK,,,,,,
2889,,,,,,,,,,,,,,,,,,,,,,Tabaski2018,,,,,,,,ÉmiratsArabesUnis,,,,,,
2890,,,,,,,,,,,,,,,,,,,,,,EidMubarak,,,,,,,,SommetAF2017,,,,,,
2891,,,,,,,,,,,,,,,,,,,,,,EidMubarak,,,,,,,,SommetAF2017,,,,,,
2892,,,,,,,,,,,,,,,,,,,,,,MEM,,,,,,,,IBK,,,,,,
2893,,,,,,,,,,,,,,,,,,,,,,SamouSéidouADAMBI,,,,,,,,Mali,,,,,,
2894,,,,,,,,,,,,,,,,,,,,,,Djougou,,,,,,,,SommetAF2017,,,,,,
2895,,,,,,,,,,,,,,,,,,,,,,DONGA,,,,,,,,IBK,,,,,,
2896,,,,,,,,,,,,,,,,,,,,,,MEM,,,,,,,,SommetAF2017,,,,,,
2897,,,,,,,,,,,,,,,,,,,,,,SamouSéidouADAMBI,,,,,,,,IBK,,,,,,
2898,,,,,,,,,,,,,,,,,,,,,,DONGA,,,,,,,,SommetAF2017,,,,,,
2899,,,,,,,,,,,,,,,,,,,,,,Djougou,,,,,,,,SommetAF2017,,,,,,
2900,,,,,,,,,,,,,,,,,,,,,,Sasirou,,,,,,,,SommetAF2017,,,,,,
2901,,,,,,,,,,,,,,,,,,,,,,Téro,,,,,,,,SommetAF2017,,,,,,
2902,,,,,,,,,,,,,,,,,,,,,,MEM,,,,,,,,SommetAF2017,,,,,,
2903,,,,,,,,,,,,,,,,,,,,,,SamouSéidouADAMBI,,,,,,,,Guinée,,,,,,
2904,,,,,,,,,,,,,,,,,,,,,,Sasirou,,,,,,,,SommetAF2017,,,,,,
2905,,,,,,,,,,,,,,,,,,,,,,Djougou,,,,,,,,SommetAF2017,,,,,,
2906,,,,,,,,,,,,,,,,,,,,,,Téro,,,,,,,,Niger,,,,,,
2907,,,,,,,,,,,,,,,,,,,,,,Bénin,,,,,,,,SommetAF2017,,,,,,
2908,,,,,,,,,,,,,,,,,,,,,,evisa,,,,,,,,GuinéeÉquatoriale,,,,,,
2909,,,,,,,,,,,,,,,,,,,,,,Hadj,,,,,,,,Bamako,,,,,,
2910,,,,,,,,,,,,,,,,,,,,,,vols,,,,,,,,IBK,,,,,,
2911,,,,,,,,,,,,,,,,,,,,,,charters,,,,,,,,SommetAF2017,,,,,,
2912,,,,,,,,,,,,,,,,,,,,,,volscharters,,,,,,,,Tchad,,,,,,
2913,,,,,,,,,,,,,,,,,,,,,,hadj,,,,,,,,SommetAF2017,,,,,,
2914,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,IBK,,,,,,
2915,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2916,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2917,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Algérie,,,,,,
2918,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2919,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2920,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2921,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2922,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,IBK,,,,,,
2923,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2924,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,PremièreDame,,,,,,
2925,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,SommetAF2017,,,,,,
2926,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2927,,,,,,,,,,,,,,,,,,,,,,IndependanceBenin,,,,,,,,SommetAF2017,,,,,,
2928,,,,,,,,,,,,,,,,,,,,,,independancebenin,,,,,,,,lwili,,,,,,
2929,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,SommetAF2017,,,,,,
2930,,,,,,,,,,,,,,,,,,,,,,independancebenin,,,,,,,,Sénégal,,,,,,
2931,,,,,,,,,,,,,,,,,,,,,,independancebenin,,,,,,,,SommetAF2017,,,,,,
2932,,,,,,,,,,,,,,,,,,,,,,independancebenin,,,,,,,,SommetAF2017,,,,,,
2933,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,IBK,,,,,,
2934,,,,,,,,,,,,,,,,,,,,,,independancebenin,,,,,,,,SommetAF2017,,,,,,
2935,,,,,,,,,,,,,,,,,,,,,,independancebenin,,,,,,,,IBK,,,,,,
2936,,,,,,,,,,,,,,,,,,,,,,PME,,,,,,,,SommetAF2017,,,,,,
2937,,,,,,,,,,,,,,,,,,,,,,IndependanceBenin,,,,,,,,IBK,,,,,,
2938,,,,,,,,,,,,,,,,,,,,,,CCFBenin,,,,,,,,PremièreDame,,,,,,
2939,,,,,,,,,,,,,,,,,,,,,,AzalaiHotel,,,,,,,,SierraLeone,,,,,,
2940,,,,,,,,,,,,,,,,,,,,,,gouvbenin,,,,,,,,SommetAF2017,,,,,,
2941,,,,,,,,,,,,,,,,,,,,,,Wasexo,,,,,,,,IBK,,,,,,
2942,,,,,,,,,,,,,,,,,,,,,,BeninSociale,,,,,,,,SommetAF2017,,,,,,
2943,,,,,,,,,,,,,,,,,,,,,,PAGBenin,,,,,,,,IBK,,,,,,
2944,,,,,,,,,,,,,,,,,,,,,,PNUD,,,,,,,,GuinéeEquatoriale,,,,,,
2945,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,SommetAF2017,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,Dare4Care,,,,,,,,IBK,,,,,,
2947,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,Ghana,,,,,,
2948,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,L,,,,,,
2949,,,,,,,,,,,,,,,,,,,,,,MASM,,,,,,,,SommetAF2017,,,,,,
2950,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,IBK,,,,,,
2951,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,SommetAF2017,,,,,,
2952,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,IBK,,,,,,
2953,,,,,,,,,,,,,,,,,,,,,,Dare4Care,,,,,,,,France,,,,,,
2954,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,SommetAF2017,,,,,,
2955,,,,,,,,,,,,,,,,,,,,,,SOS,,,,,,,,PremièreDame,,,,,,
2956,,,,,,,,,,,,,,,,,,,,,,PTF,,,,,,,,Mali,,,,,,
2957,,,,,,,,,,,,,,,,,,,,,,MTFP,,,,,,,,IBK,,,,,,
2958,,,,,,,,,,,,,,,,,,,,,,CCFBenin,,,,,,,,SommetAF2017,,,,,,
2959,,,,,,,,,,,,,,,,,,,,,,AzalaiHotel,,,,,,,,Mali,,,,,,
2960,,,,,,,,,,,,,,,,,,,,,,MESRS,,,,,,,,SommetAF2017,,,,,,
2961,,,,,,,,,,,,,,,,,,,,,,CCFBenin,,,,,,,,IBK,,,,,,
2962,,,,,,,,,,,,,,,,,,,,,,AzalaiHotel,,,,,,,,SommetAF2017,,,,,,
2963,,,,,,,,,,,,,,,,,,,,,,MASM,,,,,,,,ÉmiratsArabesUnis,,,,,,
2964,,,,,,,,,,,,,,,,,,,,,,CCFBenin,,,,,,,,Mali,,,,,,
2965,,,,,,,,,,,,,,,,,,,,,,SOSVillageDenfants,,,,,,,,IBK,,,,,,
2966,,,,,,,,,,,,,,,,,,,,,,PME,,,,,,,,SommetAF2017,,,,,,
2967,,,,,,,,,,,,,,,,,,,,,,artisans,,,,,,,,Mali,,,,,,
2968,,,,,,,,,,,,,,,,,,,,,,MPMEPE,,,,,,,,SommetAF2017,,,,,,
2969,,,,,,,,,,,,,,,,,,,,,,PME,,,,,,,,IBK,,,,,,
2970,,,,,,,,,,,,,,,,,,,,,,MPMEPE,,,,,,,,SommetAF2017,,,,,,
2971,,,,,,,,,,,,,,,,,,,,,,PME,,,,,,,,IBK,,,,,,
2972,,,,,,,,,,,,,,,,,,,,,,Artisan,,,,,,,,IBK,,,,,,
2973,,,,,,,,,,,,,,,,,,,,,,MPMEPE,,,,,,,,Bko,,,,,,
2974,,,,,,,,,,,,,,,,,,,,,,ANPT,,,,,,,,Bko,,,,,,
2975,,,,,,,,,,,,,,,,,,,,,,gouvbenin,,,,,,,,IBK,,,,,,
2976,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,IBK,,,,,,
2977,,,,,,,,,,,,,,,,,,,,,,PME,,,,,,,,ÉmiratsArabesUnis,,,,,,
2978,,,,,,,,,,,,,,,,,,,,,,ANPT,,,,,,,,IBK,,,,,,
2979,,,,,,,,,,,,,,,,,,,,,,plusde10000Evisas,,,,,,,,IBK,,,,,,
2980,,,,,,,,,,,,,,,,,,,,,,ASSI,,,,,,,,IBK,,,,,,
2981,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2982,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,PremièreDame,,,,,,
2983,,,,,,,,,,,,,,,,,,,,,,Nikanor,,,,,,,,Mali,,,,,,
2984,,,,,,,,,,,,,,,,,,,,,,IndependanceBenin,,,,,,,,SommetAF2017,,,,,,
2985,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,IBK,,,,,,
2986,,,,,,,,,,,,,,,,,,,,,,Benin,,,,,,,,IBK,,,,,,
2987,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,Ghana,,,,,,
2988,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,SommetAfriqueFrance,,,,,,
2989,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,IBK,,,,,,
2990,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2991,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,IBK,,,,,,
2992,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2993,,,,,,,,,,,,,,,,,,,,,,GNSP,,,,,,,,IBK,,,,,,
2994,,,,,,,,,,,,,,,,,,,,,,SAMBIENI,,,,,,,,IBK,,,,,,
2995,,,,,,,,,,,,,,,,,,,,,,AGBIDI,,,,,,,,IBK,,,,,,
2996,,,,,,,,,,,,,,,,,,,,,,AGBIDI,,,,,,,,France,,,,,,
2997,,,,,,,,,,,,,,,,,,,,,,BIM,,,,,,,,IBK,,,,,,
2998,,,,,,,,,,,,,,,,,,,,,,BIM,,,,,,,,IBK,,,,,,
2999,,,,,,,,,,,,,,,,,,,,,,BOTON,,,,,,,,IBK,,,,,,
3000,,,,,,,,,,,,,,,,,,,,,,BOTON,,,,,,,,IBK,,,,,,
3001,,,,,,,,,,,,,,,,,,,,,,ForcesNavales,,,,,,,,IBK,,,,,,
3002,,,,,,,,,,,,,,,,,,,,,,ForcesNavales,,,,,,,,IBK,,,,,,
3003,,,,,,,,,,,,,,,,,,,,,,ForcesNavales,,,,,,,,IBK,,,,,,
3004,,,,,,,,,,,,,,,,,,,,,,ForcesNavales,,,,,,,,IBK,,,,,,
3005,,,,,,,,,,,,,,,,,,,,,,BA,,,,,,,,IBK,,,,,,
3006,,,,,,,,,,,,,,,,,,,,,,Cana,,,,,,,,IBK,,,,,,
3007,,,,,,,,,,,,,,,,,,,,,,BA,,,,,,,,IBK,,,,,,
3008,,,,,,,,,,,,,,,,,,,,,,Cana,,,,,,,,IBK,,,,,,
3009,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,IBK,,,,,,
3010,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,IBK,,,,,,
3011,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,IBK,,,,,,
3012,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,PUS,,,,,,
3013,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,IBK,,,,,,
3014,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,PUS,,,,,,
3015,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,IBK,,,,,,
3016,,,,,,,,,,,,,,,,,,,,,,CRS,,,,,,,,PUS,,,,,,
3017,,,,,,,,,,,,,,,,,,,,,,PR,,,,,,,,IBK,,,,,,
3018,,,,,,,,,,,,,,,,,,,,,,PR,,,,,,,,IBK,,,,,,
3019,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,IBK,,,,,,
3020,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,IBK,,,,,,
3021,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,IBK,,,,,,
3022,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,IBK,,,,,,
3023,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,IBK,,,,,,
3024,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,IBK,,,,,,
3025,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,IBK,,,,,,
3026,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,IBK,,,,,,
3027,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,IBK,,,,,,
3028,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,IBK,,,,,,
3029,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,PrixMandela2016,,,,,,
3030,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,IBK,,,,,,
3031,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,PrixMandela2016,,,,,,
3032,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,IBK,,,,,,
3033,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,PrixMandela2016,,,,,,
3034,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,IBK,,,,,,
3035,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,Sahel,,,,,,
3036,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,ENFANTS,,,,,,
3037,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,ENFANTS,,,,,,
3038,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,Koulouba,,,,,,
3039,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,Gambie,,,,,,
3040,,,,,,,,,,,,,,,,,,,,,,EAUX,,,,,,,,IBK,,,,,,
3041,,,,,,,,,,,,,,,,,,,,,,FORETS,,,,,,,,Koulouba,,,,,,
3042,,,,,,,,,,,,,,,,,,,,,,CHASSE,,,,,,,,IBK,,,,,,
3043,,,,,,,,,,,,,,,,,,,,,,Toffo,,,,,,,,CEDEAO,,,,,,
3044,,,,,,,,,,,,,,,,,,,,,,Toffo,,,,,,,,Koulouba,,,,,,
3045,,,,,,,,,,,,,,,,,,,,,,MathieuKEREKOU,,,,,,,,IBK,,,,,,
3046,,,,,,,,,,,,,,,,,,,,,,MathieuKEREKOU,,,,,,,,CEDEAO,,,,,,
3047,,,,,,,,,,,,,,,,,,,,,,OBELAKOU,,,,,,,,Soudan,,,,,,
3048,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,Royaume,,,,,,
3049,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Belgique,,,,,,
3050,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,ArabieSaoudite,,,,,,
3051,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Tunisienne,,,,,,
3052,,,,,,,,,,,,,,,,,,,,,,IndependanceBenin,,,,,,,,UK,,,,,,
3053,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,IBK,,,,,,
3054,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,Gambie,,,,,,
3055,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Abuja,,,,,,
3056,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,BurkinaFaso,,,,,,
3057,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Nassoumbou,,,,,,
3058,,,,,,,,,,,,,,,,,,,,,,IndependanceBenin,,,,,,,,Djibo,,,,,,
3059,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,Abuja,,,,,,
3060,,,,,,,,,,,,,,,,,,,,,,PremiereDame,,,,,,,,IBK,,,,,,
3061,,,,,,,,,,,,,,,,,,,,,,ClaudineTalon,,,,,,,,Abuja,,,,,,
3062,,,,,,,,,,,,,,,,,,,,,,EtoileRouge,,,,,,,,Nigéria,,,,,,
3063,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,Gambie,,,,,,
3064,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Gambie,,,,,,
3065,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,IBK,,,,,,
3066,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Abuja,,,,,,
3067,,,,,,,,,,,,,,,,,,,,,,EtoileRouge,,,,,,,,Nigéria,,,,,,
3068,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,Mali,,,,,,
3069,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,IBK,,,,,,
3070,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,Bamako,,,,,,
3071,,,,,,,,,,,,,,,,,,,,,,PatriceTalon,,,,,,,,Abuja,,,,,,
3072,,,,,,,,,,,,,,,,,,,,,,AdrienHoungbédji,,,,,,,,Nigéria,,,,,,
3073,,,,,,,,,,,,,,,,,,,,,,EtoileRouge,,,,,,,,CEDEAO,,,,,,
3074,,,,,,,,,,,,,,,,,,,,,,prbenin,,,,,,,,IBK,,,,,,
3075,,,,,,,,,,,,,,,,,,,,,,LaurentAmoussou,,,,,,,,IBK,,,,,,
3076,,,,,,,,,,,,,,,,,,,,,,EtoileRouge,,,,,,,,Koulouba,,,,,,
3077,,,,,,,,,,,,,,,,,,,,,,CEMG,,,,,,,,Mali,,,,,,
3078,,,,,,,,,,,,,,,,,,,,,,LaurentAmoussou,,,,,,,,IBK,,,,,,
3079,,,,,,,,,,,,,,,,,,,,,,EtoileRouge,,,,,,,,Koulouba,,,,,,
3080,,,,,,,,,,,,,,,,,,,,,,IndependanceBenin,,,,,,,,Ghana,,,,,,
3081,,,,,,,,,,,,,,,,,,,,,,wasexo,,,,,,,,IBK,,,,,,
3082,,,,,,,,,,,,,,,,,,,,,,EtoileRouge,,,,,,,,IBK,,,,,,
